epoch,train_loss,train_local_loss,train_global_loss,val_loss,val_local_loss,val_global_loss,lr,epoch_time_sec,local_effective_masked_pixels_train,global_effective_masked_pixels_train,local_effective_masked_pixels_val,global_effective_masked_pixels_val,local_loss_denominator_train,global_loss_denominator_train,local_loss_denominator_val,global_loss_denominator_val,train_masked_ratio_local,train_masked_ratio_global,val_masked_ratio_local,val_masked_ratio_global,amp_enabled
1,1.2072715591006808,0.599295041094886,0.6079765183024937,1.0661229327201844,0.42073271627426145,0.6453902153015136,0.0001,311.5706160068512,4849136.0,21526973.0,538657.0,2390905.0,63038768.0,279850649.0,7002541.0,31081765.0,0.4800109010855357,0.49998927077187433,0.48000601267814635,0.49996717801094054,True
2,0.8269558086925083,0.3925581171883477,0.4343976940896776,0.8408746377944947,0.3564698617219925,0.4844047764778137,0.0001,309.92401480674744,4849277.0,21528263.0,538717.0,2391330.0,63040601.0,279867419.0,7003321.0,31087290.0,0.48002504274580216,0.5000186893198225,0.4800595351696014,0.5000552066802979,True
3,0.7526256852044,0.3534310872554779,0.3991945976310306,0.7803393510818482,0.32307911994457245,0.45726022906303404,0.0001,308.14667534828186,4848857.0,21528016.0,538686.0,2392501.0,63035141.0,279864208.0,7002918.0,31102513.0,0.4799833234522078,0.5000132338205974,0.48003202357292174,0.5003011739730835,True
4,0.6936490918053521,0.3217909008079105,0.37185819108751084,0.7455787657737732,0.31145284678936,0.4341259208679199,0.0001,309.90347170829773,4849135.0,21527505.0,538733.0,2390811.0,63038755.0,279857565.0,7003529.0,31080543.0,0.48001079847017925,0.5000010373433431,0.48007386469841,0.4999479929924011,True
5,0.679416403749254,0.3243036085605621,0.35511279616885716,0.725963740348816,0.29600687906742096,0.42995686128139493,0.0001,310.6500210762024,4849142.0,21525193.0,538588.0,2390604.0,63038846.0,279827509.0,7001644.0,31077852.0,0.4800115611977047,0.49994748072094386,0.4799442153453827,0.49990389409065245,True
6,0.6550041403558519,0.30782825094328986,0.34717589148945277,0.7371329643249511,0.30303699715137483,0.4340959667682648,0.0001,311.178897857666,4848941.0,21524803.0,538666.0,2390805.0,63036233.0,279822439.0,7002658.0,31080465.0,0.47999162457254196,0.4999383369233873,0.4800140525341034,0.49994480333328245,True
7,0.633762977303399,0.29841395347383287,0.33534902300834657,0.7083196290016174,0.3053229052782059,0.4029967223882675,0.0001,308.2902421951294,4849148.0,21525813.0,538603.0,2391733.0,63038924.0,279835569.0,7001839.0,31092529.0,0.4800120421886444,0.4999621851974064,0.47995774264335633,0.500139266872406,True
8,0.6159147899203831,0.28614835341771444,0.3297664359516568,0.6698599334716797,0.2948257138967514,0.3750342201471329,0.0001,306.420658826828,4849009.0,21529327.0,538603.0,2392449.0,63037117.0,279881251.0,7001839.0,31101837.0,0.47999837001694573,0.5000436079449124,0.47995747714042664,0.5002895494461059,True
9,0.5964713443014357,0.27273463572925993,0.32373670869933235,0.6397767714977265,0.2775593960762024,0.36221737256050107,0.0001,310.201602935791,4849040.0,21529162.0,538659.0,2390929.0,63037520.0,279879106.0,7002567.0,31082077.0,0.48000135616196526,0.5000396765920851,0.4800079909801483,0.4999710677146912,True
10,0.5877837734010485,0.27287584416071575,0.31490792813830903,0.6148299755096436,0.2651507994890213,0.34967917637825013,0.0001,311.1807270050049,4849062.0,21528530.0,538658.0,2390472.0,63037806.0,279870890.0,7002554.0,31076136.0,0.48000370393859015,0.5000250668843588,0.48000684657096865,0.4998762387275696,True
11,0.5727846480899387,0.26737920904689366,0.3054054373900096,0.639659128856659,0.2745298771619797,0.36512924752235415,0.0001,310.5715742111206,4849327.0,21527086.0,538662.0,2390958.0,63041251.0,279852118.0,7002606.0,31082454.0,0.48003004722065395,0.49999169726371767,0.4800105460643768,0.4999788600921631,True
12,0.5670592265023126,0.27214871691068016,0.2949105096499125,0.6133247686386109,0.26997342908382416,0.3433513376712799,0.0001,306.3081650733948,4848980.0,21528507.0,538650.0,2391378.0,63036740.0,279870591.0,7002450.0,31087914.0,0.4799955168777042,0.5000244889153375,0.4799999698162079,0.5000660980224609,True
13,0.5511529774559869,0.2534397750377655,0.29771320259306167,0.6368088788986206,0.24737746500968932,0.38943141329288483,0.0001,307.62412214279175,4848943.0,21527136.0,538593.0,2390691.0,63036259.0,279852768.0,7001709.0,31078983.0,0.4799918667634328,0.4999925193733639,0.47994878153800963,0.49992250747680667,True
14,0.5434413576761882,0.25454822817908396,0.288893128267924,0.5872903685569764,0.2599245770931244,0.3273657937288284,0.0001,308.3783485889435,4848955.0,21526670.0,538765.0,2390526.0,63036415.0,279846710.0,7003945.0,31076838.0,0.4799930110878415,0.49998203252156576,0.48010293803215026,0.499886971282959,True
15,0.5376718944125706,0.24758794906404283,0.2900839455816481,0.5553971492767334,0.2401235141992569,0.3152736326217651,0.0001,309.9817752838135,4848544.0,21527177.0,538601.0,2390145.0,63031072.0,279853301.0,7001813.0,31071885.0,0.4799521695401933,0.49999386735492285,0.4799558825969696,0.4998066869735718,True
16,0.5372645128038195,0.25051316614151004,0.2867513465828366,0.60771468334198,0.2535066638469696,0.3542080187559128,0.0001,310.69588804244995,4848878.0,21525377.0,538594.0,2391277.0,63035414.0,279829901.0,7001722.0,31086601.0,0.4799853714360131,0.4999519680129157,0.4799500964641571,0.5000455688476563,True
17,0.5205094363954332,0.24163179524209763,0.27887764010959204,0.5459063001155853,0.2320368813753128,0.31386942217350006,0.0001,312.1663067340851,4848745.0,21528354.0,538684.0,2390249.0,63033685.0,279868602.0,7002892.0,31073237.0,0.4799721143828498,0.5000215144793193,0.48003039927482605,0.49983079347610476,True
18,0.5114733445909289,0.2358384869946374,0.27563485774993896,0.5733895160198211,0.23446680374145507,0.3389227099895477,0.0001,305.1197452545166,4848824.0,21527834.0,538745.0,2391132.0,63034712.0,279861842.0,7003685.0,31084716.0,0.47997997948858473,0.5000084726969402,0.48008480143547055,0.5000157267570495,True
19,0.503862794134352,0.234273056851493,0.269589736562305,0.5919295369148254,0.24019519004821777,0.35173434381484986,0.0001,308.76725792884827,4849158.0,21527543.0,538688.0,2390366.0,63039054.0,279858059.0,7002944.0,31074758.0,0.4800132246600257,0.5000021912892659,0.480033687543869,0.4998535789489746,True
20,0.5171295567618476,0.24147839403152466,0.2756511626455519,0.5501920108795166,0.23539047503471375,0.31480153851509096,0.0001,305.7736773490906,4849378.0,21529300.0,538582.0,2391083.0,63041914.0,279880900.0,7001566.0,31084079.0,0.4800352023601532,0.5000431108686659,0.47993894534111026,0.500004181432724,True
21,0.48961861106024845,0.22882438552644518,0.26079422570334543,0.5722281059265136,0.2287914193868637,0.343436687707901,0.0001,309.98289036750793,4848747.0,21528310.0,538666.0,2390978.0,63033711.0,279868030.0,7002658.0,31082714.0,0.47997226261032955,0.5000199453565809,0.4800141097545624,0.4999814722061157,True
22,0.5124154961480035,0.23604357308281793,0.27637192334598965,0.5995526069641113,0.23903502042293548,0.3605175832748413,0.0001,310.04635524749756,4848905.0,21526062.0,538575.0,2391077.0,63035765.0,279838806.0,7001475.0,31084001.0,0.47998814302550424,0.49996766775978935,0.4799324206829071,0.5000033658027649,True
23,0.49782371350394355,0.23688181841373443,0.26094189604123436,0.5260416537284851,0.23921302218437196,0.2868286288499832,0.0001,310.0799901485443,4848797.0,21529855.0,538606.0,2391237.0,63034361.0,279888115.0,7001878.0,31086081.0,0.4799771746264564,0.5000559626473321,0.4799606547832489,0.5000364760875702,True
24,0.4904578928735521,0.22270845635732014,0.2677494358804491,0.5485170830726623,0.22548639335632326,0.32303069067001344,0.0001,307.78529834747314,4849069.0,21526359.0,538638.0,2391423.0,63037897.0,279842667.0,7002294.0,31088499.0,0.48000436345736186,0.49997478499942355,0.4799892394542694,0.5000751509189606,True
25,0.4826464181900024,0.21533563640912373,0.2673107820087009,0.5272972001075744,0.22454029803276063,0.30275690340995787,0.0001,308.1948547363281,4848688.0,21526949.0,538692.0,2391885.0,63032944.0,279850337.0,7002996.0,31094505.0,0.479966390604443,0.4999882553153568,0.4800372714519501,0.5001722346305847,True
26,0.4913115227593316,0.23307090860472784,0.25824061410692,0.49692375526428223,0.21791058673858643,0.27901316945552823,0.0001,307.5146019458771,4848623.0,21524455.0,538644.0,2391292.0,63032099.0,279817915.0,7002372.0,31086796.0,0.4799600061575572,0.4999303349494934,0.47999427905082703,0.5000473909854889,True
27,0.4671427490711212,0.2141020869837867,0.2530406624264187,0.5229793048381806,0.2202572269320488,0.30272207827568054,0.0001,311.15884947776794,4849248.0,21525617.0,538723.0,2390544.0,63040224.0,279833021.0,7003399.0,31077072.0,0.48002214414278666,0.49995777707629735,0.4800652457714081,0.4998911756515503,True
28,0.477938978322347,0.22120805656645032,0.2567309215121799,0.5301077104568481,0.2189610878944397,0.31114662427902223,0.0001,309.972975730896,4848881.0,21525026.0,538791.0,2391105.0,63035453.0,279825338.0,7004283.0,31084365.0,0.47998569471041364,0.49994355200661555,0.480126163816452,0.5000088937759399,True
29,0.48381145561006333,0.22450774193074968,0.2593037136130863,0.5053580836772918,0.22293876179456712,0.28241932435035705,0.0001,310.117604970932,4848953.0,21529295.0,538753.0,2389629.0,63036389.0,279880835.0,7003789.0,31065177.0,0.4799926882372962,0.5000428945859273,0.4800921405315399,0.49970031576156615,True
30,0.4822287473042806,0.2204311639679803,0.26179758387671576,0.5134013103485108,0.22695880687236786,0.286442503118515,0.0001,311.36377143859863,4849122.0,21524490.0,538680.0,2391760.0,63038586.0,279818370.0,7002840.0,31092880.0,0.4800096193048689,0.4999314386844635,0.48002698550224304,0.5001447709083557,True
31,0.46688001755608455,0.20837551746898228,0.25850450096130373,0.5244796615600585,0.22166674683094026,0.30281291794776916,0.0001,310.988299369812,4849371.0,21527190.0,538596.0,2390956.0,63041823.0,279853470.0,7001748.0,31082428.0,0.4800343786822425,0.4999940656979879,0.47995187640190123,0.49997762298583986,True
32,0.4598085999276903,0.2104416752550337,0.24936692436536154,0.5418999137401581,0.21716523467302323,0.3247346806049347,0.0001,310.72672176361084,4848966.0,21526057.0,538680.0,2391015.0,63036558.0,279838741.0,7002840.0,31083195.0,0.47999406640264725,0.4999672389348348,0.4800268481731415,0.4999901236534119,True
33,0.4507437255329556,0.20303609828419156,0.24770762654675377,0.5197385606765748,0.21245958914756774,0.30727896978855135,0.0001,309.669912815094,4848998.0,21527352.0,538588.0,2390641.0,63036974.0,279855576.0,7001644.0,31078333.0,0.47999739815923903,0.4999977770646413,0.47994411807060244,0.49991111783981323,True
34,0.45945669061872696,0.21394310829904345,0.2455135819779502,0.5055565920829773,0.21008823385238648,0.29546835782527925,0.0001,311.01118421554565,4848861.0,21528165.0,538646.0,2391216.0,63035193.0,279866145.0,7002398.0,31085808.0,0.4799836883915795,0.500016973484887,0.47999638628959657,0.5000322638511657,True
35,0.43930683750576444,0.19838865798314412,0.24091817939546373,0.5067137169837952,0.20995962083339692,0.29675409672260283,0.0001,309.59152841567993,4849019.0,21528588.0,538683.0,2391305.0,63037247.0,279871644.0,7002879.0,31086965.0,0.4799994400395287,0.5000262281947666,0.48002929301261904,0.5000500681877136,True
36,0.4525266793357001,0.21307503950860765,0.23945163940853542,0.49046197528839114,0.22208087120056152,0.26838110373020174,0.0001,288.8098487854004,4848953.0,21527133.0,538587.0,2391032.0,63036389.0,279852729.0,7001631.0,31083416.0,0.4799928043736352,0.49999268701341415,0.4799434669017792,0.4999940392971039,True
37,0.4553314808315701,0.20645055026213327,0.24888093014293247,0.520185713672638,0.20949735358953475,0.3106883591175079,0.0001,120.08917474746704,4848776.0,21524362.0,538573.0,2390972.0,63034088.0,279816706.0,7001449.0,31082636.0,0.47997520429293317,0.49992834216223825,0.47993103137016296,0.49998019189834597,True
38,0.4531506396187676,0.21418198679818048,0.23896865191724564,0.5052883013725281,0.2142172110557556,0.29107108972072604,0.0001,182.07855010032654,4849306.0,21525573.0,538722.0,2391676.0,63040978.0,279832449.0,7003386.0,31091788.0,0.48002780417866175,0.49995631872812907,0.48006421084403994,0.5001283447265625,True
39,0.4495097053951687,0.2009443701532152,0.24856533527374267,0.5084412425041199,0.22550436887741088,0.2829368753194809,0.0001,191.47107815742493,4849211.0,21525587.0,538553.0,2391128.0,63039743.0,279832631.0,7001189.0,31084664.0,0.4800185168319278,0.4999571251657274,0.4799132056713104,0.500012975025177,True
40,0.43923530582851833,0.1940643944369422,0.2451709107928806,0.46275693254470823,0.20324362436532975,0.2595133062839508,0.0001,192.6637897491455,4849068.0,21528603.0,538740.0,2391267.0,63037884.0,279871839.0,7003620.0,31086471.0,0.48000408023728264,0.500026758035024,0.48008033175468445,0.5000421543121338,True
41,0.45079494732750786,0.20205245060125987,0.24874249529838563,0.47698391637802123,0.20703794924020769,0.2699459690570831,0.0001,194.34941339492798,4849038.0,21529703.0,538655.0,2390974.0,63037494.0,279886139.0,7002515.0,31082662.0,0.4800013089444902,0.5000527003818088,0.48000416560173037,0.49998156056404114,True
42,0.4455643111122979,0.20827466877831352,0.23728964204258388,0.4968953882694244,0.21207770231962203,0.28481768367290494,0.0001,200.62364888191223,4849217.0,21528406.0,538519.0,2391606.0,63039821.0,279869278.0,7000747.0,31090878.0,0.4800192263232337,0.5000220426771376,0.4798825469493866,0.5001137271881103,True
43,0.43511748438941106,0.1982706032541063,0.23684688074323867,0.5033153925895691,0.21289797298908233,0.2904174190044403,0.0001,197.94459104537964,4849178.0,21527874.0,538680.0,2391765.0,63039314.0,279862362.0,7002840.0,31092945.0,0.4800152089807722,0.5000100385453966,0.4800264194011688,0.5001476820945739,True
44,0.42563981450398763,0.20036942807038624,0.2252703859011332,0.5151175709724426,0.21902475202083588,0.296092821598053,0.0001,255.8188488483429,4849210.0,21523690.0,538657.0,2391133.0,63039730.0,279807970.0,7002541.0,31084729.0,0.4800183323277368,0.49991278820037843,0.48000597338676454,0.5000145454406738,True
45,0.41966297426223753,0.19140117938783432,0.22826179433663685,0.5138842650413513,0.20939528977870941,0.30448897392749785,0.0001,254.4303719997406,4849110.0,21526838.0,538557.0,2391550.0,63038430.0,279848894.0,7001241.0,31090150.0,0.4800084833727943,0.49998619316948784,0.4799160640239716,0.5001026879787445,True
46,0.43532902630700004,0.19705888454119364,0.23827014156182608,0.4955349504470825,0.19938718198537828,0.2961477699756622,0.0001,261.3928008079529,4849012.0,21523813.0,538680.0,2390591.0,63037156.0,279809569.0,7002840.0,31077683.0,0.4799986253897349,0.49991557408438786,0.4800263213634491,0.49990095219612124,True
47,0.43864695610470245,0.19717788372039796,0.2414690726968977,0.4766034431457519,0.20910869920253752,0.2674947435379028,0.0001,253.77477765083313,4848882.0,21526925.0,538661.0,2391460.0,63035466.0,279850025.0,7002593.0,31088980.0,0.47998580368359883,0.4999878497971429,0.4800095515727997,0.5000830402374268,True
48,0.43376875201331244,0.19656689746909672,0.23720185411771139,0.4826223165035248,0.20726221572160722,0.2753600979089737,0.0001,247.44233894348145,4849140.0,21527309.0,538584.0,2390609.0,63038820.0,279855017.0,7001592.0,31077917.0,0.4800114238686032,0.4999964724858602,0.4799406177043915,0.4999055139541626,True
49,0.4231688611878289,0.19611812677913243,0.22705073419676886,0.4829761805534363,0.2062944987654686,0.27668168065547943,0.0001,118.59069275856018,4848759.0,21526322.0,538622.0,2390350.0,63033867.0,279842186.0,7002086.0,31074550.0,0.4799736581961314,0.4999736547999912,0.4799746238231659,0.4998511869430542,True
50,0.4269802345805698,0.18700274568398795,0.23997748844888475,0.5238328549861908,0.2082196404337883,0.3156132128238678,0.0001,117.98407125473022,4848925.0,21526063.0,538607.0,2391752.0,63036025.0,279838819.0,7001891.0,31092776.0,0.4799899932702382,0.49996779715220135,0.47996144556999204,0.5001463917732238,True
